# NASA Exoplanet Archive PSCompPars snapshot (shipped with the release)
# fetched: 2026-08-09T19:15:07Z
# endpoint: https://exoplanetarchive.ipac.caltech.edu/TAP/sync
# query: select pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur from pscomppars where tran_flag=1 and st_teff is not null and st_rad is not null and pl_radj is not null and pl_orbsmax is not null order by pl_name
# rows: 4355
pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur
Kepler-1196 b,,5756.00,4.460000,0.0000,[Fe/H],0.970000,13.2620000,0.19894727,0.01760000,M-R relationship,0.3179000000,4.7880000
Kepler-1197 b,,4708.00,4.620000,0.0600,[Fe/H],0.720000,12.8140000,0.11151753,0.00660000,M-R relationship,0.0286900000,1.1214000
Kepler-1198 b,,5517.00,4.500000,0.0300,[Fe/H],0.900000,13.0120000,0.13114462,0.00869000,M-R relationship,0.0732000000,2.5990000
Kepler-1199 b,,5889.00,4.270000,-0.2700,[Fe/H],1.170000,11.5810000,0.10259613,0.00505000,M-R relationship,0.1130900000,5.8190000
Kepler-12 b,,5947.00,4.175000,0.0700,[Fe/H],1.483000,12.0660000,1.75400000,0.43200000,Mass,0.0553000000,4.6981300
Kepler-120 b,M0 V,4096.00,4.732000,-0.1200,[Fe/H],0.534000,12.3070000,0.19200000,0.02700000,Mass,0.0550000000,2.9080000
Kepler-120 c,M0 V,4096.00,4.732000,-0.1200,[Fe/H],0.534000,12.3070000,0.13600000,0.00930000,M-R relationship,0.0880000000,3.4500000
Kepler-1200 b,,4612.00,4.630000,0.0400,[Fe/H],0.700000,13.2020000,0.09456687,0.00377000,M-R relationship,0.0188000000,1.5425000
Kepler-1201 b,,6177.00,4.320000,0.0300,[Fe/H],1.240000,13.1570000,0.20430012,0.01840000,M-R relationship,0.1183000000,4.5080000
Kepler-1202 b,,5834.00,4.420000,0.0600,[Fe/H],1.040000,13.9460000,0.26228923,0.02820000,M-R relationship,0.1790000000,5.4670000
Kepler-1203 b,,4105.00,4.670000,0.0100,[Fe/H],0.610000,12.0590000,0.09456687,0.00377000,M-R relationship,0.0114000000,1.1627000
Kepler-1204 b,,5825.00,4.420000,0.0600,[Fe/H],1.030000,13.7710000,0.27210277,0.03000000,M-R relationship,0.3877000000,7.4570000
Kepler-1205 b,,5226.00,4.560000,-0.0400,[Fe/H],0.810000,13.2620000,0.12579177,0.00809000,M-R relationship,0.0196000000,1.2297000
Kepler-1206 b,,4877.00,4.600000,0.0700,[Fe/H],0.750000,13.7420000,0.14631100,0.01050000,M-R relationship,0.0201000000,1.3101000
Kepler-1207 b,,5909.00,4.410000,0.0500,[Fe/H],1.060000,13.0170000,0.14452672,0.01020000,M-R relationship,0.1156000000,4.1630000
Kepler-1208 b,,5001.00,4.590000,-0.0300,[Fe/H],0.760000,13.7880000,0.20697654,0.01890000,M-R relationship,0.0901000000,1.7080000
Kepler-1209 b,,6210.00,4.240000,0.1200,[Fe/H],1.380000,11.2390000,0.13471318,0.00909000,M-R relationship,0.1751500000,4.6340000
Kepler-121 b,,5311.00,4.646000,-0.0800,[Fe/H],0.701000,12.7960000,0.20900000,0.01910000,M-R relationship,0.0390000000,1.4750000
Kepler-121 c,,5311.00,4.646000,-0.0800,[Fe/H],0.701000,12.7960000,0.20300000,0.01820000,M-R relationship,0.2160000000,3.9780000
Kepler-1210 b,,5568.00,4.490000,0.0400,[Fe/H],0.920000,13.8330000,0.15166384,0.01110000,M-R relationship,0.0753000000,2.6530000
Kepler-1211 b,,5705.00,4.480000,-0.0800,[Fe/H],0.940000,14.3180000,0.22749576,0.02210000,M-R relationship,0.0976300000,4.5310000
Kepler-1212 b,,6051.00,4.360000,0.0300,[Fe/H],1.150000,13.5650000,0.19091801,0.01640000,M-R relationship,0.1082000000,4.4680000
Kepler-1213 b,,6050.00,4.330000,0.1300,[Fe/H],1.210000,11.9880000,0.10616469,0.00570000,M-R relationship,0.0602600000,4.2090000
Kepler-1214 b,,5130.00,4.570000,0.0500,[Fe/H],0.800000,13.3510000,0.21054510,0.01940000,M-R relationship,0.1280000000,2.3330000
Kepler-1215 b,,5616.00,4.480000,0.0100,[Fe/H],0.930000,12.7140000,0.10884111,0.00624000,M-R relationship,0.0528000000,1.8500000
Kepler-1216 b,,5743.00,4.460000,0.0300,[Fe/H],0.980000,13.6130000,0.12400749,0.00790000,M-R relationship,0.0519000000,2.8190000
Kepler-1217 b,,5905.00,4.400000,0.0700,[Fe/H],1.080000,13.8070000,0.17753591,0.01450000,M-R relationship,0.0326000000,1.7180000
Kepler-1218 b,,5986.00,4.380000,-0.0200,[Fe/H],1.100000,12.1770000,0.12846820,0.00839000,M-R relationship,0.1569800000,8.2610000
Kepler-1219 b,,5944.00,3.970000,0.0500,[Fe/H],1.940000,10.8090000,0.18913373,0.01620000,M-R relationship,0.1414600000,5.6070000
Kepler-122 b,,6050.00,4.299000,-0.0800,[Fe/H],1.216000,12.8260000,0.20900000,0.01910000,M-R relationship,0.0640000000,3.8460000
Kepler-122 c,,6050.00,4.299000,-0.0800,[Fe/H],1.216000,12.8260000,0.52400000,0.09120000,M-R relationship,0.1080000000,5.0630000
Kepler-122 d,,6050.00,4.299000,-0.0800,[Fe/H],1.216000,12.8260000,0.19600000,0.01720000,M-R relationship,0.1550000000,4.6830000
Kepler-122 e,,6050.00,4.299000,-0.0800,[Fe/H],1.216000,12.8260000,0.23200000,0.08700000,Mass,0.2270000000,7.1550000
Kepler-122 f,,5917.00,4.350000,-0.0800,[Fe/H],0.949000,12.8260000,0.15600000,0.11300000,Mass,0.2857500000,8.1140000
Kepler-1220 b,,5842.00,4.450000,-0.0400,[Fe/H],0.990000,13.2080000,0.13560532,0.00920000,M-R relationship,0.0734000000,2.8480000
Kepler-1221 b,,5194.00,4.550000,0.0900,[Fe/H],0.820000,13.6650000,0.16772237,0.01320000,M-R relationship,0.0906000000,3.4330000
Kepler-1222 b,,5239.00,4.560000,-0.0400,[Fe/H],0.800000,12.1870000,0.07047908,0.00131000,M-R relationship,0.0280100000,1.4629000
Kepler-1223 b,,4870.00,4.600000,0.0400,[Fe/H],0.750000,12.4290000,0.10884111,0.00624000,M-R relationship,0.1186000000,3.9840000
Kepler-1224 b,,6155.00,4.340000,0.1400,[Fe/H],1.220000,11.5880000,0.11865465,0.00733000,M-R relationship,0.1162500000,3.9270000
Kepler-1225 b,,6140.00,4.340000,0.0100,[Fe/H],1.190000,13.2820000,0.16236952,0.01250000,M-R relationship,0.0771000000,2.1522000
Kepler-1226 b,,5923.00,4.430000,-0.0800,[Fe/H],1.020000,12.6450000,0.12936034,0.00849000,M-R relationship,0.1394500000,6.7240000
Kepler-1227 b,,5747.00,4.470000,-0.0400,[Fe/H],0.950000,12.5070000,0.20430012,0.01840000,M-R relationship,0.3855500000,4.1440000
Kepler-1228 b,,5063.00,4.590000,-0.1800,[Fe/H],0.740000,12.7990000,0.13738960,0.00940000,M-R relationship,0.0118600000,1.0963000
Kepler-1229 b,,3784.00,4.750000,-0.0600,[Fe/H],0.510000,12.3740000,0.12489963,0.00800000,M-R relationship,0.3006000000,6.0010000
Kepler-123 b,,6089.00,4.277000,-0.0800,[Fe/H],1.264000,12.6550000,0.26200000,0.17400000,Mass,0.1350000000,4.5660000
Kepler-123 c,,6089.00,4.277000,-0.0800,[Fe/H],1.264000,12.6550000,0.13200000,0.00879000,M-R relationship,0.1810000000,4.5290000
Kepler-1230 b,,5961.00,4.400000,0.0100,[Fe/H],1.080000,13.9150000,0.24177001,0.02450000,M-R relationship,0.0921000000,2.8700000
Kepler-1231 b,,5778.00,4.440000,0.0600,[Fe/H],1.000000,13.1750000,0.12668391,0.00819000,M-R relationship,0.0914000000,4.1870000
Kepler-1232 b,,5471.00,4.510000,0.0600,[Fe/H],0.890000,12.9650000,0.17218307,0.01380000,M-R relationship,0.1654500000,4.5170000
Kepler-1233 b,,6198.00,4.300000,0.0200,[Fe/H],1.250000,13.2580000,0.23195646,0.02290000,M-R relationship,0.2630000000,6.6310000
Kepler-1234 b,,4967.00,4.590000,0.0100,[Fe/H],0.760000,13.7970000,0.25069141,0.02610000,M-R relationship,0.0960000000,3.4720000
Kepler-1235 b,,5541.00,4.500000,0.0100,[Fe/H],0.900000,12.1990000,0.07047908,0.00131000,M-R relationship,0.0483600000,2.6150000
Kepler-1236 b,,5337.00,4.550000,-0.0900,[Fe/H],0.820000,14.0180000,0.19091801,0.01640000,M-R relationship,0.1803000000,3.4010000
Kepler-1237 b,,5472.00,4.500000,0.1200,[Fe/H],0.900000,13.8510000,0.25515211,0.02690000,M-R relationship,0.3778000000,5.7150000
Kepler-1238 b,,6386.00,4.210000,0.0500,[Fe/H],1.480000,13.2590000,0.17218307,0.01380000,M-R relationship,0.0541000000,3.6740000
Kepler-1239 b,,6564.00,4.200000,0.2200,[Fe/H],1.570000,14.3540000,0.25872067,0.02750000,M-R relationship,0.0625000000,4.2680000
Kepler-124 b,,4984.00,4.669000,-0.4600,[Fe/H],0.636000,12.2330000,0.06500000,0.00099000,M-R relationship,0.0390000000,2.3890000
Kepler-124 c,,4984.00,4.669000,-0.4600,[Fe/H],0.636000,12.2330000,0.15600000,0.01170000,M-R relationship,0.1000000000,3.5520000
Kepler-124 d,,4984.00,4.669000,-0.4600,[Fe/H],0.636000,12.2330000,0.09900000,0.00444000,M-R relationship,0.1700000000,4.1960000
Kepler-1240 b,,5682.00,4.470000,0.0400,[Fe/H],0.960000,12.3610000,0.10259613,0.00505000,M-R relationship,0.0579100000,2.2310000
Kepler-1241 b,,5261.00,4.560000,-0.0900,[Fe/H],0.800000,13.7640000,0.23463288,0.02330000,M-R relationship,0.1336000000,4.2010000
Kepler-1242 b,,4895.00,4.600000,-0.0500,[Fe/H],0.740000,13.3430000,0.20162370,0.01800000,M-R relationship,0.1039000000,3.0471000
Kepler-1243 b,,5667.00,4.480000,0.0100,[Fe/H],0.940000,13.1680000,0.15612454,0.01170000,M-R relationship,0.1256000000,3.9230000
Kepler-1244 b,,6680.00,4.100000,0.0500,[Fe/H],1.770000,11.2690000,0.12043893,0.00752000,M-R relationship,0.0502000000,3.2810000
Kepler-1245 b,,5306.00,4.550000,-0.0100,[Fe/H],0.830000,13.5190000,0.12846820,0.00839000,M-R relationship,0.0484000000,2.3130000
Kepler-1245 c,,5306.00,4.550000,-0.0100,[Fe/H],0.830000,13.5190000,0.12846820,0.00839000,M-R relationship,0.0372000000,1.8519000
Kepler-1246 b,,4611.00,4.630000,-0.0300,[Fe/H],0.690000,12.5900000,0.12133107,0.00761000,M-R relationship,0.0848000000,3.0270000
Kepler-1247 b,,5303.00,4.550000,-0.0500,[Fe/H],0.820000,14.0690000,0.20786868,0.01900000,M-R relationship,0.1091000000,2.4927000
Kepler-1248 b,,6149.00,4.360000,0.2400,[Fe/H],1.210000,11.4490000,0.10527255,0.00553000,M-R relationship,0.0806000000,3.7130000
Kepler-1249 b,,6202.00,4.290000,0.0600,[Fe/H],1.280000,13.8280000,0.21232938,0.01970000,M-R relationship,0.1670000000,6.6300000
Kepler-125 b,M1 V,3810.00,4.744000,-0.1400,[Fe/H],0.512000,11.6820000,0.21100000,0.01950000,M-R relationship,0.0410000000,1.7980000
Kepler-125 c,M1 V,3810.00,4.744000,-0.1400,[Fe/H],0.512000,11.6820000,0.06600000,0.00104000,M-R relationship,0.0510000000,1.8780000
Kepler-1250 b,,5717.00,4.460000,0.0400,[Fe/H],0.980000,14.0080000,0.17129093,0.01370000,M-R relationship,0.0393000000,1.4646000
Kepler-1251 b,,5545.00,4.510000,-0.0400,[Fe/H],0.890000,13.2690000,0.16415380,0.01270000,M-R relationship,0.2478000000,3.9050000
Kepler-1252 b,,5949.00,4.380000,0.0300,[Fe/H],1.090000,12.6900000,0.14898742,0.01080000,M-R relationship,0.1078000000,4.2750000
Kepler-1253 b,,5850.00,4.330000,-0.1400,[Fe/H],1.100000,11.0160000,0.11865465,0.00733000,M-R relationship,0.3144400000,5.9500000
Kepler-1254 b,,4985.00,4.590000,-0.1000,[Fe/H],0.750000,13.2920000,0.13828174,0.00951000,M-R relationship,0.0833000000,2.6450000
Kepler-1254 c,,4985.00,4.590000,-0.1000,[Fe/H],0.750000,13.2920000,0.11597823,0.00705000,M-R relationship,0.0422000000,1.9810000
Kepler-1254 d,,4985.00,4.590000,-0.1000,[Fe/H],0.750000,13.2920000,0.11687037,0.00714000,M-R relationship,0.0575000000,2.1770000
Kepler-1255 b,,6018.00,4.370000,0.0200,[Fe/H],1.120000,13.6920000,0.20697654,0.01890000,M-R relationship,0.2226000000,8.1810000
Kepler-1256 b,,6129.00,4.230000,0.0500,[Fe/H],1.360000,12.2340000,0.13292890,0.00889000,M-R relationship,0.1073300000,4.3690000
Kepler-1257 b,,5502.00,4.520000,-0.0900,[Fe/H],0.870000,13.8480000,0.13560532,0.00920000,M-R relationship,0.0376000000,2.3659000
Kepler-1258 b,,5839.00,4.450000,-0.0700,[Fe/H],0.990000,12.3820000,0.07672406,0.00178000,M-R relationship,0.0182400000,1.9543000
Kepler-1259 b,,5053.00,4.580000,-0.0700,[Fe/H],0.770000,13.2800000,0.12757605,0.00829000,M-R relationship,0.0141000000,1.0691000
Kepler-126 b,,6239.00,4.247000,-0.1600,[Fe/H],1.358000,9.3440000,0.13600000,0.01294360,Msini,0.0990000000,4.8150000
Kepler-126 c,,6239.00,4.247000,-0.1600,[Fe/H],1.358000,9.3440000,0.14100000,0.00402415,Msini,0.1620000000,5.4790000
Kepler-126 d,,6239.00,4.247000,-0.1600,[Fe/H],1.358000,9.3440000,0.22300000,0.17175992,Msini,0.4480000000,10.8410000
Kepler-1260 b,,5961.00,4.390000,0.0100,[Fe/H],1.080000,13.1830000,0.15790882,0.01190000,M-R relationship,0.1444000000,6.8730000
Kepler-1261 b,,5006.00,4.580000,0.0300,[Fe/H],0.770000,13.5580000,0.20162370,0.01800000,M-R relationship,0.2390000000,3.7550000
Kepler-1262 b,,5771.00,4.450000,-0.0200,[Fe/H],0.980000,13.6290000,0.16236952,0.01250000,M-R relationship,0.0830000000,2.8350000
Kepler-1263 b,,5213.00,4.560000,-0.0300,[Fe/H],0.800000,13.0800000,0.10170399,0.00489000,M-R relationship,0.0499000000,2.4910000
Kepler-1264 b,,5791.00,4.450000,-0.0200,[Fe/H],0.980000,12.9010000,0.10527255,0.00553000,M-R relationship,0.0183900000,1.2904000
Kepler-1265 b,,4630.00,4.630000,-0.1000,[Fe/H],0.690000,13.2000000,0.12043893,0.00752000,M-R relationship,0.0612000000,2.2430000
Kepler-1266 b,,5044.00,4.590000,-0.0700,[Fe/H],0.760000,13.8240000,0.23017218,0.02260000,M-R relationship,0.1643100000,4.8090000
Kepler-1266 c,,4996.00,4.497000,0.1400,[Fe/H],0.831000,13.8240000,0.14990120,0.01090000,M-R relationship,0.0506000000,1.7580000
Kepler-1267 b,,6096.00,4.330000,0.0700,[Fe/H],1.200000,13.9370000,0.26853421,0.02930000,M-R relationship,0.1057000000,4.2520000
Kepler-1268 b,,5904.00,4.380000,0.0500,[Fe/H],1.090000,13.7640000,0.18110447,0.01500000,M-R relationship,0.2383000000,7.2610000
Kepler-1269 b,,5998.00,4.360000,0.0700,[Fe/H],1.150000,12.2180000,0.14541886,0.01040000,M-R relationship,0.2361100000,7.2940000
Kepler-127 b,,6106.00,4.265000,0.2142,[M/H],1.359000,10.2340000,0.12500000,0.00800000,M-R relationship,0.1250000000,3.4350000
Kepler-127 c,,6106.00,4.265000,0.2142,[M/H],1.359000,10.2340000,0.23700000,0.02380000,M-R relationship,0.2000000000,7.1040000
Kepler-127 d,,6106.00,4.265000,0.2142,[M/H],1.359000,10.2340000,0.23600000,0.02350000,M-R relationship,0.2800000000,7.0180000
Kepler-1270 b,,5047.00,3.490000,-0.0200,[Fe/H],3.380000,11.2420000,0.29619056,0.03460000,M-R relationship,0.0704500000,10.2640000
Kepler-1271 b,,6143.00,4.310000,-0.0100,[Fe/H],1.230000,12.5030000,0.13203676,0.00879000,M-R relationship,0.0423300000,2.9592000
Kepler-1272 b,,5926.00,4.390000,0.0600,[Fe/H],1.090000,12.8880000,0.21143724,0.01950000,M-R relationship,0.2705000000,5.9950000
Kepler-1273 b,,5566.00,4.500000,0.0300,[Fe/H],0.910000,14.2600000,0.22214292,0.02130000,M-R relationship,0.1857000000,4.6010000
Kepler-1274 b,,6179.00,3.930000,0.1100,[Fe/H],2.170000,10.4540000,0.12668391,0.00819000,M-R relationship,0.0816100000,5.8960000
Kepler-1275 b,,6296.00,4.260000,0.0400,[Fe/H],1.360000,13.0620000,0.13203676,0.00879000,M-R relationship,0.0488000000,2.1140000
Kepler-1276 b,,6188.00,4.330000,-0.0200,[Fe/H],1.210000,11.6390000,0.10616469,0.00570000,M-R relationship,0.1086300000,4.7170000
Kepler-1277 b,,5578.00,4.490000,-0.0100,[Fe/H],0.920000,12.4270000,0.14274244,0.01000000,M-R relationship,0.2185700000,4.9440000
Kepler-1278 b,,6074.00,4.350000,0.0200,[Fe/H],1.160000,12.2700000,0.09010616,0.00317000,M-R relationship,0.0441700000,2.6540000
Kepler-1279 b,,6221.00,4.260000,0.0600,[Fe/H],1.330000,12.6200000,0.15612454,0.01170000,M-R relationship,0.1785000000,7.2710000
Kepler-128 b,,6072.00,4.070000,-0.0300,[Fe/H],1.659000,10.1090000,0.12677335,0.01192467,Mass,0.1254500000,4.2108000
Kepler-128 c,,6072.00,4.070000,-0.0300,[Fe/H],1.659000,10.1090000,0.13569476,0.01063467,Mass,0.1651700000,4.9916000
Kepler-1280 b,,6227.00,4.280000,0.0400,[Fe/H],1.320000,12.6020000,0.16683023,0.01310000,M-R relationship,0.3398200000,10.3990000
Kepler-1281 b,,5353.00,4.550000,-0.0400,[Fe/H],0.830000,13.9290000,0.14631100,0.01050000,M-R relationship,0.0415000000,1.9090000
Kepler-1282 b,,5504.00,4.510000,0.0100,[Fe/H],0.890000,13.8520000,0.13828174,0.00951000,M-R relationship,0.0335000000,1.8179000
Kepler-1283 b,,6175.00,4.310000,0.0400,[Fe/H],1.250000,13.5670000,0.17039879,0.01360000,M-R relationship,0.1062000000,9.5830000
Kepler-1284 b,,5123.00,4.570000,0.0300,[Fe/H],0.790000,13.5720000,0.10794897,0.00606000,M-R relationship,0.0143000000,1.1019000
Kepler-1285 b,,6170.00,4.300000,0.1600,[Fe/H],1.280000,10.4840000,0.08653760,0.00274000,M-R relationship,0.1275800000,5.6380000
Kepler-1286 b,,5753.00,4.450000,0.0300,[Fe/H],0.980000,13.6550000,0.19181015,0.01660000,M-R relationship,0.0991000000,4.6790000
Kepler-1287 b,,5715.00,4.480000,-0.0500,[Fe/H],0.940000,13.5050000,0.13738960,0.00940000,M-R relationship,0.0976000000,2.7020000
Kepler-1288 b,,6132.00,4.290000,0.1400,[Fe/H],1.290000,11.9590000,0.09991971,0.00459000,M-R relationship,0.0413500000,3.6620000
Kepler-1289 b,,6080.00,4.350000,0.0200,[Fe/H],1.170000,13.0430000,0.13560532,0.00920000,M-R relationship,0.0785000000,3.2740000
Kepler-129 b,G4 V,5770.00,4.080000,0.2900,[Fe/H],1.653000,10.2520000,0.21411403,0.06292704,Msini,0.1300000000,7.2772000
Kepler-129 c,G4 V,5770.00,4.080000,0.2900,[Fe/H],1.653000,10.2520000,0.22481973,0.13529313,Mass,0.3900000000,10.6270000
Kepler-1290 b,,5660.00,4.490000,-0.0200,[Fe/H],0.930000,14.1120000,0.12668391,0.00819000,M-R relationship,0.0557000000,2.9630000
Kepler-1291 b,,5216.00,4.560000,-0.0400,[Fe/H],0.800000,13.8930000,0.14809528,0.01070000,M-R relationship,0.0779000000,3.1310000
Kepler-1292 b,,5556.00,4.490000,0.0800,[Fe/H],0.930000,14.1900000,0.16236952,0.01250000,M-R relationship,0.0443000000,2.2720000
Kepler-1293 b,,6241.00,4.290000,0.0000,[Fe/H],1.280000,12.0750000,0.08653760,0.00274000,M-R relationship,0.0676300000,3.7450000
Kepler-1294 b,,5776.00,4.460000,-0.0300,[Fe/H],0.970000,13.5970000,0.28459274,0.03240000,M-R relationship,0.4684000000,4.6250000
Kepler-1295 b,,5486.00,4.510000,0.0400,[Fe/H],0.890000,14.0920000,0.13828174,0.00951000,M-R relationship,0.0464000000,2.0050000
Kepler-1296 b,,5359.00,4.550000,-0.0400,[Fe/H],0.830000,12.8010000,0.08118476,0.00218000,M-R relationship,0.0896000000,4.9920000
Kepler-1297 b,,5818.00,4.450000,-0.0400,[Fe/H],0.990000,13.2620000,0.08653760,0.00274000,M-R relationship,0.0283000000,3.0000000
Kepler-1298 b,,6339.00,4.000000,0.1300,[Fe/H],2.000000,10.1490000,0.11687037,0.00714000,M-R relationship,0.0814000000,5.6140000
Kepler-1299 b,,5609.00,4.500000,-0.0100,[Fe/H],0.910000,14.1910000,0.26585779,0.02880000,M-R relationship,0.1357000000,4.2630000
Kepler-130 b,,5884.00,4.304000,-0.1990,[M/H],1.127000,10.4900000,0.09100000,0.00328000,M-R relationship,0.0790000000,3.2480000
Kepler-130 c,,5879.00,4.290000,0.0200,[Fe/H],1.170000,10.4900000,0.25900000,0.02750000,M-R relationship,0.1780000000,6.1000000
Kepler-130 d,,5884.00,4.304000,-0.1990,[M/H],1.127000,10.4900000,0.14600000,0.01050000,M-R relationship,0.3770000000,1.8240000
Kepler-1300 b,,6130.00,4.040000,0.0500,[Fe/H],1.790000,11.3830000,0.12222321,0.00771000,M-R relationship,0.1600500000,7.2550000
Kepler-1301 b,,5188.00,4.560000,0.0100,[Fe/H],0.810000,13.4690000,0.12489963,0.00800000,M-R relationship,0.0815000000,2.0250000
Kepler-1302 b,,5236.00,4.550000,0.0400,[Fe/H],0.820000,13.1510000,0.12757605,0.00829000,M-R relationship,0.0795000000,1.8030000
Kepler-1303 b,,5771.00,4.440000,0.0400,[Fe/H],1.000000,13.0860000,0.12668391,0.00819000,M-R relationship,0.0751000000,2.9380000
Kepler-1304 b,,5259.00,4.560000,-0.0500,[Fe/H],0.810000,13.0540000,0.20430012,0.01840000,M-R relationship,0.1202000000,5.9380000
Kepler-1305 b,,5701.00,4.470000,0.0100,[Fe/H],0.960000,14.1040000,0.16772237,0.01320000,M-R relationship,0.1109000000,5.6320000
Kepler-1306 b,,5727.00,4.450000,0.0000,[Fe/H],0.970000,13.6310000,0.17039879,0.01360000,M-R relationship,0.1230000000,2.1290000
Kepler-1307 b,,5884.00,4.390000,0.0600,[Fe/H],1.080000,13.8780000,0.22035864,0.02100000,M-R relationship,0.1369000000,3.9960000
Kepler-1308 b,,3468.00,4.920000,-0.1300,[Fe/H],0.340000,11.0230000,0.04639129,0.00029300,M-R relationship,0.0250000000,1.1028000
Kepler-1309 b,,5235.00,4.560000,-0.0300,[Fe/H],0.800000,13.5420000,0.21143724,0.01950000,M-R relationship,0.1679000000,3.1000000
Kepler-131 b,,5685.00,4.417000,0.1200,[Fe/H],1.030000,10.0790000,0.21500000,0.05100000,Mass,0.1278900000,2.8790000
Kepler-131 c,,5685.00,4.417000,0.1200,[Fe/H],1.030000,10.0790000,0.07500000,0.02600000,Mass,0.1739100000,5.1410000
Kepler-1310 b,,5549.00,4.510000,-0.0700,[Fe/H],0.880000,12.4360000,0.12846820,0.00839000,M-R relationship,0.0145200000,1.1783000
Kepler-1311 b,,5748.00,4.160000,0.0900,[Fe/H],1.400000,11.8250000,0.11062539,0.00651000,M-R relationship,0.1008200000,6.0070000
Kepler-1311 c,,5748.00,4.160000,0.0900,[Fe/H],1.400000,11.8250000,0.10884111,0.00624000,M-R relationship,0.0375300000,3.9410000
Kepler-1311 d,,5616.00,4.004000,0.0400,[Fe/H],1.674000,11.8250000,0.86166408,0.21200000,M-R relationship,0.6843400000,11.2447000
Kepler-1312 b,,5719.00,4.510000,-0.0200,[Fe/H],0.920000,10.9070000,0.18734945,0.01590000,M-R relationship,0.0605300000,2.2251000
Kepler-1312 c,,5721.00,4.517000,0.0200,[Fe/H],0.905000,10.9070000,0.09165216,0.00337000,M-R relationship,0.0210300000,1.3577000
Kepler-1313 b,,5453.00,4.540000,0.0000,[Fe/H],0.850000,10.0880000,0.15701668,0.01180000,M-R relationship,0.0461900000,1.3720000
Kepler-1314 b,,4188.00,4.680000,-0.2200,[Fe/H],0.590000,13.2200000,0.45588366,0.07200000,M-R relationship,0.0504000000,1.1431000
Kepler-1315 b,,4861.00,4.600000,0.0700,[Fe/H],0.750000,12.6840000,0.12311535,0.00780000,M-R relationship,0.0161700000,1.4362000
Kepler-1315 c,,4818.00,4.481000,0.5600,[Fe/H],0.856000,12.6840000,0.16450995,0.01280000,M-R relationship,0.0635000000,1.7315000
Kepler-1316 b,,5884.00,4.360000,0.0300,[Fe/H],1.120000,12.4420000,0.31581765,0.03860000,M-R relationship,0.3976500000,14.6900000
Kepler-1317 b,,5144.00,4.570000,-0.0100,[Fe/H],0.790000,13.3090000,0.13917388,0.00961000,M-R relationship,0.0128000000,1.2152000
Kepler-1318 b,,4598.00,4.620000,-0.0100,[Fe/H],0.700000,12.7670000,0.27745562,0.03100000,M-R relationship,0.6085000000,7.7750000
Kepler-1319 b,,3655.00,4.730000,0.4400,[Fe/H],0.540000,10.7260000,0.11954679,0.00742000,M-R relationship,0.0296000000,0.8850000
Kepler-132 b,,6003.00,4.310000,-0.2159,[M/H],1.178000,10.4240000,0.10800000,0.00606000,M-R relationship,0.0670000000,3.2640000
Kepler-132 c,,6003.00,4.310000,-0.2159,[M/H],1.178000,10.4240000,0.11400000,0.00687000,M-R relationship,0.0680000000,3.3000000
Kepler-132 d,,6003.00,4.310000,-0.2159,[M/H],1.178000,10.4240000,0.13800000,0.00951000,M-R relationship,0.1360000000,2.9100000
Kepler-132 e,,6023.00,4.370000,-0.1300,[Fe/H],1.100000,10.4240000,0.10527255,0.00553000,M-R relationship,0.4392700000,4.4420000
Kepler-1320 b,,4817.00,4.600000,0.1000,[Fe/H],0.740000,13.6580000,0.15166384,0.01110000,M-R relationship,0.0163000000,1.0575000
Kepler-1321 b,,4094.00,4.730000,-0.4500,[Fe/H],0.530000,13.8840000,0.43893300,0.06760000,M-R relationship,0.0781000000,2.7717000
Kepler-1321 c,,4094.00,4.730000,-0.4500,[Fe/H],0.530000,13.8840000,0.21411366,0.02000000,M-R relationship,0.0267000000,1.7225000
Kepler-1321 d,,3640.00,4.744000,0.2100,[Fe/H],0.503000,13.8840000,0.23449392,0.02330000,M-R relationship,0.0501000000,2.6180000
Kepler-1322 b,,5488.00,4.520000,-0.0700,[Fe/H],0.870000,14.0680000,0.14363458,0.01010000,M-R relationship,0.0183000000,1.6247000
Kepler-1322 c,,5704.00,4.575000,-0.3000,[Fe/H],0.804000,14.0680000,0.19224989,0.01660000,M-R relationship,0.0652000000,1.7850000
