# NASA Exoplanet Archive PSCompPars snapshot (shipped with the release)
# fetched: 2026-08-09T19:15:07Z
# endpoint: https://exoplanetarchive.ipac.caltech.edu/TAP/sync
# query: select pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur from pscomppars where tran_flag=1 and st_teff is not null and st_rad is not null and pl_radj is not null and pl_orbsmax is not null order by pl_name
# rows: 4355
pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur
Kepler-928 b,,4700.00,4.620000,-0.1100,[Fe/H],0.700000,12.9330000,0.14185030,0.00993000,M-R relationship,0.0444000000,2.1982000
Kepler-929 b,,5869.00,4.420000,-0.0400,[Fe/H],1.020000,12.8490000,0.09902757,0.00444000,M-R relationship,0.0198200000,2.5345000
Kepler-93 b,,5669.00,4.470000,-0.1800,[Fe/H],0.919000,8.3700000,0.13185856,0.01466200,Mass,0.0534300000,2.8898000
Kepler-930 b,,6335.00,4.240000,0.0400,[Fe/H],1.400000,12.2580000,0.19002587,0.01630000,M-R relationship,0.3459300000,6.0240000
Kepler-931 b,,5241.00,4.550000,-0.0100,[Fe/H],0.810000,12.3800000,0.11865465,0.00733000,M-R relationship,0.0719000000,2.7866000
Kepler-932 b,,5331.00,4.540000,-0.0100,[Fe/H],0.840000,12.2100000,0.12222321,0.00771000,M-R relationship,0.0287600000,1.7519000
Kepler-933 b,,5346.00,4.540000,-0.0200,[Fe/H],0.840000,13.5820000,0.21946650,0.02080000,M-R relationship,0.1041000000,3.9790000
Kepler-934 b,,5001.00,4.590000,0.0100,[Fe/H],0.770000,12.9700000,0.18645731,0.01580000,M-R relationship,0.2658000000,3.8050000
Kepler-935 b,,4830.00,4.610000,-0.0100,[Fe/H],0.730000,12.6200000,0.12043893,0.00752000,M-R relationship,0.0527000000,2.5102000
Kepler-936 b,,5482.00,4.510000,0.0500,[Fe/H],0.890000,12.8170000,0.12936034,0.00849000,M-R relationship,0.0954000000,2.7590000
Kepler-937 b,,6095.00,4.320000,0.0800,[Fe/H],1.220000,13.6810000,0.33187617,0.04200000,M-R relationship,0.3214000000,9.6230000
Kepler-937 c,,6095.00,4.320000,0.0800,[Fe/H],1.220000,13.6810000,0.23820145,0.02390000,M-R relationship,0.5545000000,10.7150000
Kepler-938 b,,5533.00,4.510000,-0.0300,[Fe/H],0.890000,13.2600000,0.19805513,0.01750000,M-R relationship,0.2689000000,5.9640000
Kepler-939 b,,5471.00,4.540000,-0.1200,[Fe/H],0.850000,13.7620000,0.15612454,0.01170000,M-R relationship,0.1153000000,7.5040000
Kepler-94 b,M0 V,4781.00,4.590000,0.3400,[Fe/H],0.760000,10.5940000,0.31300000,0.03400000,Mass,0.0337700000,1.0724000
Kepler-940 b,,5769.00,4.470000,-0.0800,[Fe/H],0.960000,14.0190000,0.29797484,0.03500000,M-R relationship,0.3059000000,6.4250000
Kepler-941 b,,5539.00,4.530000,-0.1500,[Fe/H],0.860000,13.8640000,0.27477920,0.03050000,M-R relationship,0.1311000000,4.8730000
Kepler-942 b,,4861.00,4.590000,0.0900,[Fe/H],0.750000,10.8420000,0.19002587,0.01630000,M-R relationship,0.2273700000,5.0412000
Kepler-943 b,,5612.00,4.500000,-0.0700,[Fe/H],0.910000,13.9700000,0.52903916,0.09280000,M-R relationship,0.2559000000,10.0850000
Kepler-944 b,,5409.00,4.540000,-0.1100,[Fe/H],0.830000,13.8510000,0.23463288,0.02330000,M-R relationship,0.2288000000,5.0650000
Kepler-945 b,,5718.00,4.460000,-0.0100,[Fe/H],0.970000,14.2930000,0.23463288,0.02330000,M-R relationship,0.2037000000,5.2040000
Kepler-946 b,,5665.00,4.470000,-0.0900,[Fe/H],0.930000,13.2950000,0.17218307,0.01380000,M-R relationship,0.1002000000,3.0070000
Kepler-947 b,,5508.00,4.520000,-0.0700,[Fe/H],0.870000,13.9720000,0.20340798,0.01830000,M-R relationship,0.1773000000,3.9490000
Kepler-948 b,,5679.00,4.470000,-0.0200,[Fe/H],0.940000,13.1860000,0.16504595,0.01280000,M-R relationship,0.0749000000,4.3850000
Kepler-949 b,,5403.00,4.530000,0.0100,[Fe/H],0.860000,12.5190000,0.25961281,0.02770000,M-R relationship,0.0773900000,2.5913000
Kepler-949 c,,5211.00,4.447000,0.0800,[Fe/H],0.895000,12.5190000,0.26496611,0.02870000,M-R relationship,0.1394000000,2.4540000
Kepler-95 b,,5699.00,4.171000,0.3000,[Fe/H],1.410000,10.8010000,0.30500000,0.04100000,Mass,0.1023200000,3.8853000
Kepler-950 b,,5857.00,4.440000,0.0200,[Fe/H],1.020000,14.1390000,0.80114194,0.18800000,M-R relationship,0.3982000000,6.4184000
Kepler-951 b,,4834.00,4.600000,-0.0100,[Fe/H],0.730000,12.2510000,0.49870640,0.08390000,M-R relationship,0.3091000000,5.9273000
Kepler-952 b,,5730.00,4.450000,0.0600,[Fe/H],0.990000,13.6620000,0.68248729,0.14300000,M-R relationship,0.5183000000,6.3820000
Kepler-953 b,,5416.00,4.420000,0.2600,[Fe/H],0.990000,10.2950000,0.37559104,0.05190000,M-R relationship,0.3920000000,12.3073000
Kepler-953 c,,5416.00,4.420000,0.2600,[Fe/H],0.990000,10.2950000,0.10616469,0.00570000,M-R relationship,0.0862000000,5.3021000
Kepler-954 b,,4990.00,4.590000,0.0200,[Fe/H],0.760000,10.8400000,0.20697654,0.01890000,M-R relationship,0.1202000000,3.7533000
Kepler-955 b,,5350.00,4.540000,0.0200,[Fe/H],0.840000,12.8070000,0.27923990,0.03130000,M-R relationship,0.1083000000,3.1732000
Kepler-956 b,,6040.00,4.360000,0.0200,[Fe/H],1.150000,11.9580000,0.26764207,0.02920000,M-R relationship,0.0601700000,1.8418000
Kepler-957 b,,4963.00,4.600000,-0.0100,[Fe/H],0.750000,13.4530000,0.49067713,0.08160000,M-R relationship,0.0559000000,1.0864000
Kepler-958 b,,5421.00,4.530000,0.0100,[Fe/H],0.860000,12.0410000,0.18378089,0.01540000,M-R relationship,0.0863100000,1.9474000
Kepler-959 b,,7005.00,4.040000,0.0200,[Fe/H],2.010000,11.5440000,0.39075743,0.05550000,M-R relationship,0.1633000000,5.6698000
Kepler-96 b,,5690.00,4.421000,0.0400,[Fe/H],1.020000,8.8680000,0.23800000,0.02700000,Mass,0.1261000000,3.8170000
Kepler-960 b,,4755.00,4.610000,0.0200,[Fe/H],0.720000,11.6180000,0.20430012,0.01840000,M-R relationship,0.0380700000,1.1975000
Kepler-961 b,,5582.00,4.510000,0.0500,[Fe/H],0.900000,12.4820000,0.22749576,0.02210000,M-R relationship,0.1258500000,3.7835000
Kepler-962 b,,5478.00,4.540000,0.0100,[Fe/H],0.860000,11.9040000,0.17575163,0.01430000,M-R relationship,0.0987400000,2.2598000
Kepler-963 b,G,5461.00,4.520000,-0.0200,[Fe/H],0.870000,13.1580000,0.23730931,0.02380000,M-R relationship,0.0849000000,3.4190000
Kepler-964 b,,5427.00,4.550000,0.0300,[Fe/H],0.840000,12.1390000,0.18913373,0.01620000,M-R relationship,0.1073000000,3.8931000
Kepler-965 b,,5886.00,4.330000,0.0300,[Fe/H],1.150000,11.9100000,0.30154340,0.03570000,M-R relationship,0.5099800000,9.1050000
Kepler-966 b,,5840.00,4.430000,0.0400,[Fe/H],1.020000,12.7450000,0.36845392,0.05020000,M-R relationship,0.3907000000,6.7440000
Kepler-967 b,,5178.00,4.560000,-0.0300,[Fe/H],0.800000,12.3960000,0.20965296,0.01930000,M-R relationship,0.1027000000,3.2928000
Kepler-967 c,,5178.00,4.560000,-0.0300,[Fe/H],0.800000,12.3960000,0.32563119,0.04070000,M-R relationship,0.6253000000,8.5374000
Kepler-968 b,,4598.00,4.630000,0.1300,[Fe/H],0.700000,11.8310000,0.17842805,0.01470000,M-R relationship,0.0389000000,1.7291000
Kepler-968 c,,4598.00,4.630000,0.1300,[Fe/H],0.700000,11.8310000,0.15077170,0.01100000,M-R relationship,0.0520000000,1.5769000
Kepler-969 b,,5214.00,4.570000,0.2200,[Fe/H],0.820000,11.8970000,0.18467303,0.01550000,M-R relationship,0.1972600000,4.4751000
Kepler-969 c,,5214.00,4.570000,0.2200,[Fe/H],0.820000,11.8970000,0.08832188,0.00295000,M-R relationship,0.0265000000,1.8737000
Kepler-97 b,,5779.00,4.430000,-0.2000,[Fe/H],0.980000,11.3450000,0.13200000,0.01100000,Mass,0.0356300000,2.2530000
Kepler-970 b,,4290.00,4.618000,0.0400,[Fe/H],0.710000,12.2150000,0.23275979,0.02300000,M-R relationship,0.1390000000,2.2000000
Kepler-971 b,,5431.00,4.540000,-0.0600,[Fe/H],0.850000,11.4220000,0.19002587,0.01630000,M-R relationship,0.0867900000,3.4847000
Kepler-972 b,,6146.00,4.330000,0.0400,[Fe/H],1.220000,13.3730000,0.41484521,0.06140000,M-R relationship,0.0734000000,3.4480000
Kepler-973 b,,5213.00,4.580000,-0.0600,[Fe/H],0.780000,11.3030000,0.17485949,0.01420000,M-R relationship,0.2489000000,2.8424000
Kepler-974 b,,3687.00,4.760000,0.0700,[Fe/H],0.500000,11.0560000,0.14006602,0.00972000,M-R relationship,0.0419000000,1.8482000
Kepler-975 b,,4897.00,4.590000,0.0700,[Fe/H],0.750000,12.1900000,0.13203676,0.00879000,M-R relationship,0.0289800000,1.7381000
Kepler-975 c,,4883.00,3.972000,0.5600,[Fe/H],1.667000,12.1900000,0.95369956,0.25200000,M-R relationship,0.0567000000,1.1320000
Kepler-976 b,,5232.00,4.550000,0.0700,[Fe/H],0.830000,13.8870000,0.35328754,0.04670000,M-R relationship,0.4217000000,6.9860000
Kepler-977 b,,5315.00,4.550000,-0.0100,[Fe/H],0.830000,12.9200000,0.23374074,0.02320000,M-R relationship,0.1620000000,4.5063000
Kepler-978 b,,6002.00,4.380000,-0.0100,[Fe/H],1.090000,12.0110000,0.26674993,0.02900000,M-R relationship,0.2726000000,7.0930000
Kepler-979 b,,5310.00,4.540000,-0.0200,[Fe/H],0.830000,12.7320000,0.24266215,0.02470000,M-R relationship,0.0753000000,1.7768000
Kepler-98 b,,5539.00,4.341000,0.1800,[Fe/H],1.110000,11.2530000,0.17800000,0.01100000,Mass,0.0261400000,1.9874000
Kepler-980 b,,5935.00,4.410000,0.0100,[Fe/H],1.060000,12.6650000,0.23820145,0.02390000,M-R relationship,0.0999300000,3.7140000
Kepler-981 b,,5718.00,4.470000,0.0100,[Fe/H],0.960000,13.1690000,0.20608440,0.01870000,M-R relationship,0.0535000000,1.8062000
Kepler-982 b,,6139.00,4.280000,0.0500,[Fe/H],1.290000,11.8950000,0.20073156,0.01790000,M-R relationship,0.1277000000,4.9443000
Kepler-983 b,,6052.00,4.420000,0.1200,[Fe/H],1.080000,12.1690000,0.21054510,0.01940000,M-R relationship,0.3148000000,6.9290000
Kepler-984 b,,5610.00,4.490000,0.0400,[Fe/H],0.930000,11.8300000,0.18913373,0.01620000,M-R relationship,0.2368800000,6.0726000
Kepler-985 b,,5434.00,4.540000,0.0000,[Fe/H],0.850000,13.0190000,0.26585779,0.02880000,M-R relationship,0.4466400000,6.8650000
Kepler-986 b,,5642.00,4.430000,0.0400,[Fe/H],0.980000,12.1070000,0.21054510,0.01940000,M-R relationship,0.2913100000,4.7029000
Kepler-987 b,,5637.00,4.510000,0.0100,[Fe/H],0.910000,13.3750000,0.29083772,0.03360000,M-R relationship,0.4238000000,6.1200000
Kepler-988 b,,4005.00,4.730000,-0.3200,[Fe/H],0.530000,12.2900000,0.18467303,0.01550000,M-R relationship,0.1085000000,1.6860000
Kepler-989 b,,5074.00,4.580000,0.0100,[Fe/H],0.780000,12.4150000,0.19716299,0.01740000,M-R relationship,0.0734000000,1.4980000
Kepler-99 b,,4782.00,4.605000,0.1800,[Fe/H],0.730000,10.7570000,0.13200000,0.01900000,Mass,0.0507100000,2.3499000
Kepler-990 b,,5948.00,4.390000,0.0100,[Fe/H],1.080000,12.9280000,0.23195646,0.02290000,M-R relationship,0.0859500000,3.2597000
Kepler-990 c,,5948.00,4.390000,0.0100,[Fe/H],1.080000,12.9280000,0.13649746,0.00930000,M-R relationship,0.0123200000,1.4801000
Kepler-991 b,,4392.00,4.670000,-0.2500,[Fe/H],0.610000,12.6110000,0.22660362,0.02200000,M-R relationship,0.3104000000,4.8336000
Kepler-992 b,,4944.00,4.600000,-0.0400,[Fe/H],0.740000,11.2740000,0.14452672,0.01020000,M-R relationship,0.1337200000,3.8215000
Kepler-993 b,,3843.00,4.720000,0.0300,[Fe/H],0.540000,12.7290000,0.26496565,0.02870000,M-R relationship,0.1300000000,2.1619000
Kepler-994 b,,3934.00,4.720000,-0.1300,[Fe/H],0.540000,11.4530000,0.14274244,0.01000000,M-R relationship,0.0177000000,1.1881000
Kepler-995 b,,5206.00,4.570000,-0.0700,[Fe/H],0.800000,13.0210000,0.24087787,0.02440000,M-R relationship,0.1701000000,4.5693000
Kepler-996 b,,6014.00,4.360000,0.0300,[Fe/H],1.140000,13.1710000,0.17664377,0.01440000,M-R relationship,0.0474000000,2.0254000
Kepler-997 b,,6150.00,4.140000,0.0500,[Fe/H],1.560000,10.6080000,0.12133107,0.00761000,M-R relationship,0.0402200000,3.4623000
Kepler-998 b,,6058.00,4.340000,0.0700,[Fe/H],1.180000,12.8880000,0.20697654,0.01890000,M-R relationship,0.0626000000,1.9612000
Kepler-999 b,,6237.00,4.110000,0.0500,[Fe/H],1.650000,10.9160000,0.20876082,0.01910000,M-R relationship,0.0691800000,1.6220000
L 168-9 b,M0.5 V,3842.00,4.840000,-0.0300,[Fe/H],0.604000,7.0820000,0.14541911,0.01280565,Mass,0.0208000000,1.0200000
L 98-59 b,M3 V,3415.00,4.910000,-0.4600,[Fe/H],0.315500,7.1010000,0.07467227,0.00144732,Mass,0.0223000000,1.0100000
L 98-59 c,M3 V,3415.00,4.910000,-0.4600,[Fe/H],0.315500,7.1010000,0.11856564,0.00629270,Mass,0.0309000000,1.2800000
L 98-59 d,M3 V,3415.00,4.910000,-0.4600,[Fe/H],0.315500,7.1010000,0.14515147,0.00516002,Mass,0.0494000000,0.8400000
LHS 1140 b,M4.5 V,3096.00,5.041000,-0.1500,[Fe/H],0.215900,8.8210000,0.15434053,0.01761957,Mass,0.0946000000,2.1500000
LHS 1140 c,M4.5 V,3096.00,5.041000,-0.1500,[Fe/H],0.215900,8.8210000,0.11348043,0.00600953,Mass,0.0270000000,1.1300000
LHS 1478 b,m3 V,3381.00,4.870000,-0.1300,[Fe/H],0.246000,8.7670000,0.11080401,0.00733100,Mass,0.0184800000,0.7050000
LHS 1678 b,M2.0 V,3490.00,4.890440,,,0.329000,8.2640000,0.06111171,0.00110122,Mass,0.0123900000,0.8010000
LHS 1678 c,M2.0 V,3490.00,4.890440,,,0.329000,8.2640000,0.08395054,0.00440489,Mass,0.0327000000,1.2300000
LHS 1678 d,M2.0 V,3490.00,4.890440,,,0.329000,8.2640000,0.08751911,0.00285000,M-R relationship,0.0400000000,1.0000000
LHS 1815 b,M1,3643.00,4.770000,-0.1200,[Fe/H],0.501000,7.9930000,0.09706503,0.00497124,Mass,0.0404000000,1.3793952
LHS 1903 b,M,3664.00,4.750000,-0.1100,[Fe/H],0.539000,8.2120000,0.12329399,0.01032003,Mass,0.0265600000,1.5620000
LHS 1903 c,M,3664.00,4.750000,-0.1100,[Fe/H],0.539000,8.2120000,0.18253221,0.01431590,Mass,0.0538700000,1.9860000
LHS 1903 d,M,3664.00,4.750000,-0.1100,[Fe/H],0.539000,8.2120000,0.22303545,0.01875226,Mass,0.0860400000,2.7620000
LHS 1903 e,M,3664.00,4.750000,-0.1100,[Fe/H],0.539000,8.2120000,0.15451896,0.01821738,Mass,0.1513500000,3.7800000
LHS 3844 b,M4.5-M5.0,3080.00,5.070000,0.2200,[Fe/H],0.189000,9.1450010,0.11472943,0.00745685,Mass,0.0062400000,0.5242000
LHS 475 b,M3.5 V,3300.00,5.000000,,,0.278900,7.6860000,0.08841125,0.00296000,M-R relationship,0.0203700000,0.7250000
LP 714-47 b,M1 V,4123.00,4.600000,0.0500,[M/H],0.536000,8.6260000,0.37916026,0.08929347,Mass,0.0405600000,1.5200000
LP 791-18 b,M(6.1 +/- 0.7) V,2960.00,5.115000,-0.0900,[Fe/H],0.182000,10.6440000,0.10812758,0.00609000,M-R relationship,0.0097800000,0.6195000
LP 791-18 c,M(6.1 +/- 0.7) V,2960.00,5.115000,-0.0900,[Fe/H],0.182000,10.6440000,0.22196488,0.02252788,Mass,0.0296100000,1.1670000
LP 791-18 d,M(6.1 +/- 0.7) V,2960.00,5.115000,-0.0900,[Fe/H],0.182000,10.6440000,0.09206903,0.00286318,Mass,0.0199200000,0.9152000
LP 890-9 b,M6 V,2850.00,5.126000,-0.0280,[Fe/H],0.155600,11.3440000,0.11776272,0.04153184,Mass,0.0187500000,0.8457000
LP 890-9 c,M6 V,2850.00,5.126000,-0.0280,[Fe/H],0.155600,11.3440000,0.12195578,0.07960270,Mass,0.0398400000,0.9593000
LTT 1445 A b,M3.0,3562.00,4.973890,-0.3400,[Fe/H],0.271000,6.4960000,0.11954700,0.00858954,Mass,0.0381000000,1.3660000
LTT 1445 A c,M3.0,3340.00,4.973890,-0.3400,[Fe/H],0.265000,6.4960000,0.10232866,0.00484538,Mass,0.0266100000,0.4820000
LTT 3780 b,M3.5 V,3358.00,4.850000,0.0600,[Fe/H],0.380000,8.2040010,0.11820879,0.00774003,Mass,0.0119500000,0.7883000
LTT 3780 c,M3.5 V,3358.00,4.850000,0.0600,[Fe/H],0.380000,8.2040010,0.21322189,0.02529667,Mass,0.0757000000,1.5400000
LTT 9779 b,G7 V,5443.00,4.350000,0.2700,[Fe/H],0.949000,8.0160000,0.42109020,0.09225057,Mass,0.0167900000,0.3656119
Lupus-TR-3 b,,5000.00,4.500000,,,0.820000,15.0680000,0.89000000,0.81000000,Mass,0.0464000000,
MASCARA-1 b,A8,7490.00,4.105000,0.1500,[Fe/H],2.082000,7.7400000,1.59700000,3.70000000,Mass,0.0403520000,4.2260000
MASCARA-4 b,A7 V,7800.00,4.100000,0.0000,[Fe/H],1.790000,7.7500000,1.51500000,1.67500000,Mass,0.0474000000,3.9700000
NGTS-1 b,M0.5,3916.00,4.710000,0.0000,[M/H],0.573000,11.9360000,1.33000000,0.81200000,Mass,0.0326000000,1.2300000
NGTS-10 b,K5 V,4600.00,4.595000,-0.0200,[M/H],0.697000,11.7280000,1.20500000,2.16200000,Mass,0.0143000000,1.0910000
NGTS-11 b,K,5050.00,4.500000,0.2200,[Fe/H],0.832000,10.3150000,0.81700000,0.34400000,Mass,0.2010000000,3.5900000
NGTS-12 b,G,5690.00,4.045000,-0.0300,[Fe/H],1.589000,10.5880000,1.04800000,0.20800000,Mass,0.0757000000,5.8500000
NGTS-13 b,,5819.00,4.040000,0.2500,[Fe/H],1.788000,11.1410000,1.14200000,4.84000000,Mass,0.0549000000,5.2224000
NGTS-14 A b,K1 V,5187.00,4.200000,0.1000,[Fe/H],0.842000,11.3050000,0.44400000,0.09200000,Mass,0.0403000000,2.2400000
NGTS-15 b,G6 V,5600.00,4.400000,0.1500,[Fe/H],0.954000,12.9070000,1.10000000,0.75100000,Mass,0.0441000000,2.5040000
NGTS-16 b,G7 V,5550.00,4.350000,0.3500,[Fe/H],1.213000,12.6470000,1.30000000,0.66700000,Mass,0.0523000000,3.0610000
NGTS-17 b,G4 V,5650.00,4.000000,0.1500,[Fe/H],1.337000,12.7240000,1.24000000,0.76400000,Mass,0.0391000000,3.3910000
NGTS-18 b,G5 V,5610.00,4.160000,0.1500,[Fe/H],1.392000,12.8700000,1.21000000,0.40900000,Mass,0.0448000000,3.6010000
NGTS-2 b,F5 V,6478.00,4.197000,-0.0600,[Fe/H],1.702000,9.7990000,1.59500000,0.74000000,Mass,0.0630000000,4.6510000
NGTS-20 b,G1 IV,5980.00,3.800000,0.1500,[Fe/H],1.780000,9.8300000,1.07000000,2.98000000,Mass,0.3130000000,4.5500000
NGTS-21 b,K3 V,4660.00,4.630000,-0.2600,[Fe/H],0.860000,12.9510000,1.33000000,2.36000000,Mass,0.0236000000,1.9500000
NGTS-23 b,F9 V,6057.00,4.040000,-0.2600,[Fe/H],1.240000,12.7300000,1.26700000,0.61300000,Mass,0.0504000000,3.9190000
NGTS-24 b,G2 IV,5820.00,4.090000,0.2700,[Fe/H],1.640000,11.5100000,1.21400000,0.52000000,Mass,0.0479000000,2.9290000
NGTS-25 b,K0 V,5321.00,4.480000,0.1200,[Fe/H],0.860000,12.3240000,1.02300000,0.63900000,Mass,0.0388000000,2.4660000
NGTS-26 b,,5550.00,4.100000,0.2000,[Fe/H],1.160000,13.1190000,1.32800000,0.29200000,Mass,0.0490000000,3.7190000
NGTS-27 b,,5700.00,4.050000,0.0000,[Fe/H],1.770000,11.8590000,1.39600000,0.59300000,Mass,0.0446000000,4.8880000
NGTS-3 A b,G6 V,5600.00,4.448070,0.1200,[Fe/H],0.930000,12.8140000,1.48000000,2.38000000,Mass,0.0230000000,2.3000000
NGTS-30 b,,5455.00,4.300000,-0.0300,[Fe/H],0.913000,10.5010000,0.92800000,0.96000000,Mass,0.4080000000,6.1300000
NGTS-31 b,,5710.00,4.430000,0.0000,[Fe/H],1.700000,11.7750000,1.61000000,1.12000000,Mass,0.0640000000,3.3190000
NGTS-32 b,,5680.00,4.090000,-0.0300,[Fe/H],1.850000,11.6890000,1.42000000,0.57000000,Mass,0.0440000000,4.5870457
NGTS-33 b,,7437.00,4.260000,-0.1100,[Fe/H],1.470000,10.4080000,1.64000000,3.63000000,Mass,0.0480000000,2.6200000
NGTS-34 b,F8 V,6134.00,4.220000,0.2280,[Fe/H],1.367000,7.9250000,0.32563175,0.06009532,Mass,0.2570000000,5.2550000
NGTS-35 b,K3.5 V,4717.00,4.570000,0.0850,[Fe/H],0.753000,10.5560000,0.97243454,0.47824548,Mass,0.1600000000,2.9580000
NGTS-38 b,,6310.00,4.060000,0.3300,[Fe/H],1.880000,8.9380000,1.08100000,4.77000000,Mass,0.6970000000,14.8600000
NGTS-39 b,F9 V,6053.00,4.419000,0.1960,[Fe/H],1.160000,10.1970000,1.08800000,1.46700000,Mass,0.3077000000,4.6390000
NGTS-4 b,,5143.00,4.500000,-0.2800,[M/H],0.840000,11.0730000,0.28370060,0.06481452,Mass,0.0190000000,1.8000000
NGTS-5 b,K2 V,4987.00,4.520000,0.1200,[Fe/H],0.739000,11.6120000,1.13600000,0.22900000,Mass,0.0382000000,2.2100000
NGTS-6 b,,4730.00,4.700000,0.1100,[Fe/H],0.754000,11.6500000,1.32600000,1.33900000,Mass,0.0167700000,0.5759672
NGTS-8 b,K0 V,5241.00,4.410000,0.2400,[Fe/H],0.980000,11.6420000,1.09000000,0.93000000,Mass,0.0350000000,2.6100000
NGTS-9 b,F8 V,6330.00,4.370000,0.3100,[Fe/H],1.380000,11.4520000,1.07000000,2.90000000,Mass,0.0580000000,2.0500000
OGLE-TR-10 b,G2 V,5950.00,4.358000,0.2800,[Fe/H],1.170000,12.8560000,1.25000000,0.62000000,Mass,0.0434000000,3.0720000
OGLE-TR-111 b,K2 V,5040.00,4.536000,0.1900,,0.830000,14.1120000,1.01900000,0.55000000,Mass,0.0473000000,2.6797000
OGLE-TR-113 b,K4 V,4790.00,4.552000,0.0900,,0.774000,,1.09300000,1.26000000,Mass,0.0228900000,2.0718518
OGLE-TR-132 b,F5 V,6210.00,4.313000,0.3700,[Fe/H],1.320000,14.9900000,1.20000000,1.18000000,Mass,0.0303500000,2.2742400
OGLE-TR-182 b,,5924.00,4.470000,0.3700,[Fe/H],1.140000,14.7370000,1.13000000,1.01000000,Mass,0.0510000000,
OGLE-TR-211 b,,6325.00,4.220000,0.1100,[Fe/H],1.640000,13.3790000,1.36000000,1.03000000,Mass,0.0510000000,4.4112000
OGLE-TR-56 b,F8 V,6050.00,4.258000,0.2500,[Fe/H],1.363000,,1.36301421,1.39000000,Mass,0.0238300000,2.2032000
OGLE2-TR-L9 b,,6933.00,4.250000,-0.0500,[Fe/H],1.530000,13.1170000,1.61000000,4.50000000,Mass,0.0308000000,2.7385746
PH1 b,F,6407.00,4.140000,0.2100,[Fe/H],1.734000,12.3950000,0.55100000,0.53100000,Mass,0.6520000000,
PH2 b,G3,5734.00,4.470000,0.0170,[Fe/H],0.949000,11.1160000,0.83300000,0.27400000,Mass,0.8330000000,10.8100000
POTS-1 b,K5 V,4400.00,4.630000,-0.0300,[Fe/H],0.588000,14.2440000,0.94100000,2.31000000,Mass,0.0373400000,
Qatar-1 b,,5013.00,4.552000,0.1710,[Fe/H],0.803000,10.4090000,1.14300000,1.29400000,Mass,0.0233200000,1.6610400
Qatar-10 b,F7 V,6124.00,4.303000,0.0160,[Fe/H],1.254000,11.3820000,1.54300000,0.73600000,Mass,0.0286000000,2.7720000
Qatar-2 b,,4645.00,4.530000,0.0200,[M/H],0.776000,10.6190000,1.25400000,2.49400000,Mass,0.0215300000,1.8098160
Qatar-3 b,G0 V,6007.00,4.286000,-0.0410,[Fe/H],1.272000,11.2190000,1.09600000,4.31000000,Mass,0.0378300000,3.1104000
Qatar-4 b,K1 V,5215.00,4.533000,0.1030,[Fe/H],0.849000,11.5190000,1.13500000,6.10000000,Mass,0.0280300000,2.1384000
Qatar-5 b,G2 V,5747.00,4.427000,0.3770,[Fe/H],1.076000,10.9560000,1.10700000,4.32000000,Mass,0.0412700000,2.9088000
Qatar-6 b,K2 V,5052.00,4.636000,-0.0250,[Fe/H],0.722000,9.2260000,1.06200000,0.66800000,Mass,0.0423000000,1.5888000
Qatar-7 b,F4 V,6387.00,4.196000,0.2760,[Fe/H],1.564000,11.5610000,1.70000000,1.88000000,Mass,0.0352000000,3.5784000
Qatar-8 b,G0 V,5738.00,4.214000,0.0250,[Fe/H],1.315000,9.9370000,1.28500000,0.37100000,Mass,0.0474000000,4.0272000
Qatar-9 b,K5 V,4309.00,4.610000,0.2520,[Fe/H],0.696000,11.1040000,1.00900000,1.19000000,Mass,0.0234000000,1.8672000
Ross 176 b,K7 V,4041.00,5.070000,-0.1900,[Fe/H],0.569000,8.4190000,0.16415409,0.01437883,Mass,0.0464000000,1.6600000
SPECULOOS-3 b,M6.5+/-0.5,2800.00,5.265000,0.0700,[Fe/H],0.123000,10.5410000,0.08716225,0.00281000,M-R relationship,0.0073300000,0.4560000
TIC 139270665 b,G2,5844.00,4.439000,0.1560,[Fe/H],1.016000,8.9460000,0.64500000,0.46300000,Mass,0.1630000000,5.9400000
TIC 147027702 b,,6410.00,3.926000,-0.0800,[Fe/H],2.136000,9.8010000,0.97500000,1.09000000,Mass,0.2740000000,15.9000000
TIC 172900988 b,F9,6050.00,4.248500,0.3400,[Fe/H],1.384200,8.7620000,1.00365950,2.96386345,Mass,0.9028100000,
TIC 237913194 b,G3,5788.00,4.376000,0.1400,[Fe/H],1.088000,10.4850000,1.11700000,1.94200000,Mass,0.1207000000,2.0633315
TIC 241249530 b,,6166.00,4.230000,0.0900,[Fe/H],1.397000,10.1920000,1.18600000,4.98000000,Mass,0.6410000000,
TIC 245076932 b,,6130.00,4.267000,0.0200,[Fe/H],1.288000,10.0830000,0.97000000,0.51000000,Mass,0.1570000000,9.2000000
TIC 257060897 b,F,5993.00,3.972000,0.0540,[Fe/H],1.863000,10.3870000,1.54000000,0.63400000,Mass,0.0492200000,4.7416800
TIC 279401253 b,,5951.00,4.438000,0.2000,[Fe/H],1.060000,10.3450000,1.00000000,6.14000000,Mass,0.3690000000,
TIC 365102760 b,,4900.00,3.520000,0.0900,[Fe/H],3.130000,9.7880000,0.55402005,0.06040996,Mass,0.0622000000,5.5200000
